headline,publisher,date,stock,clean_text,label
Zacks Rank #5 Additions for Thursday - Tale of the Tape,Zacks,11/6/2014 0:00,A,zacks rank     additions thursday tale tape,negative
Video: HP To Split In About-Face For CEO Whitman,Investor's Business Daily,10/6/2014 0:00,A,video split face ceo whitman,negative
Agilent to Resize Debt with $600M Senior Notes Redemption - Analyst Blog,Zacks,9/25/2014 0:00,A,agilent resize debt      senior notes redemption analyst blog,negative
Sigma-Aldrich Hits High On Sale To Germany's Merck,Investor's Business Daily,9/22/2014 0:00,A,sigma aldrich hits high sale germany merck,positive
"Agilent Board Backs Keysight Spinoff, to Pay Stock Dividend - Analyst Blog",Zacks,9/18/2014 0:00,A,agilent board backs keysight spinoff pay stock dividend analyst blog,negative
Agilent Gets Baa2 Rating from Moody's with Stable Outlook - Analyst Blog,Zacks,9/15/2014 0:00,A,agilent gets baa rating moody stable outlook analyst blog,negative
Danaher Buying Swiss Dental Firm For $2.2 Billion,Investor's Business Daily,9/15/2014 0:00,A,danaher buying swiss dental firm       billion,negative
Agilent Unveils ClearSeq AML Panels for Cancer Research - Analyst Blog,Zacks,9/3/2014 0:00,A,agilent unveils clearseq aml panels cancer research analyst blog,negative
"Agilent Beats on Q3 Earnings, Guides Below Expectations - Analyst Blog",Zacks,8/15/2014 0:00,A,agilent beats earnings guides expectations analyst blog,neutral
AGILENT TECHNOLOGIES,Investor's Business Daily,8/14/2014 0:00,A,agilent technologies,negative
Cree Beats Q4 Earnings on Strong Demand; Guides Favorably - Analyst Blog,Zacks,8/13/2014 0:00,A,cree beats earnings strong demand guides favorably analyst blog,neutral
Will Agilent Technologies (A) Beat Earnings Estimates? - Analyst Blog,Zacks,8/11/2014 0:00,A,agilent technologies beat earnings estimates     analyst blog,neutral
Itron Shares Up on Q2 Earnings Beat despite Y/Y Decline - Analyst Blog,Zacks,8/7/2014 0:00,A,itron shares earnings beat despite decline analyst blog,neutral
AMETEK (AME) Beats on Q2 Earnings Estimates & on Higher Revenues - Analyst Blog,Zacks,8/6/2014 0:00,A,ametek ame beats earnings estimates higher revenues analyst blog,neutral
Trimble Navigation Beats Q2 Earnings on Increased Revenues - Analyst Blog,Zacks,8/6/2014 0:00,A,trimble navigation beats earnings increased revenues analyst blog,neutral
"Intersil Beats Q2 Earnings on Higher Revenues, Gross Margins - Analyst Blog",Zacks,8/4/2014 0:00,A,intersil beats earnings higher revenues gross margins analyst blog,neutral
Nielsen Holdings (NLSN) Tops Q2 Earnings on Higher Revenues - Analyst Blog,Zacks,8/4/2014 0:00,A,nielsen holdings nlsn tops earnings higher revenues analyst blog,neutral
"PMC-Sierra Beats Q2 Earnings on Higher Revenues, Lower Costs - Analyst Blog",Zacks,8/1/2014 0:00,A,pmc sierra beats earnings higher revenues lower costs analyst blog,neutral
ON Semiconductor (ONNN) Tops Q2 Earnings on Higher Revenues - Analyst Blog,Zacks,8/1/2014 0:00,A,semiconductor onnn tops earnings higher revenues analyst blog,neutral
Amazon Invests $2B to Expand Operations in India - Analyst Blog,Zacks,7/31/2014 0:00,A,amazon invests expand operations india analyst blog,negative
"Garmin (GRMN) Beats Q2 Earnings on Higher Revenues, Margins - Analyst Blog",Zacks,7/31/2014 0:00,A,garmin grmn beats earnings higher revenues margins analyst blog,neutral
Amazon's New Store to Offer Customized 3D Printed Products - Analyst Blog,Zacks,7/30/2014 0:00,A,amazon new store offer customized printed products analyst blog,negative
Trulia (TRLA) in Focus: Stock Adds 15.4% in Session - Tale of the Tape,Zacks,7/29/2014 0:00,A,trulia trla focus stock adds        session tale tape,negative
Teradyne Beats on Q2 Earnings and Revenues on Higher Volumes - Analyst Blog,Zacks,7/24/2014 0:00,A,teradyne beats earnings revenues higher volumes analyst blog,neutral
Sanmina Corp. (SANM) Soars: Stock Adds 7.4% in Session - Tale of the Tape,Zacks,7/23/2014 0:00,A,sanmina corp sanm soars stock adds       session tale tape,negative
"Danaher Q2 Earnings, Guidance Disappoint Wall Street",Investor's Business Daily,7/17/2014 0:00,A,danaher earnings guidance disappoint wall street,negative
Dako and Merck Collaborate - Analyst Blog,Zacks,6/3/2014 0:00,A,dako merck collaborate analyst blog,negative
Ametek Hikes Dividend by 50% - Analyst Blog,Zacks,5/19/2014 0:00,A,ametek hikes dividend        analyst blog,negative
Agilent Q2 Earnings In Line - Analyst Blog,Zacks,5/15/2014 0:00,A,agilent earnings line analyst blog,negative
Will Agilent (A) Beat Earnings Estimates? - Analyst Blog,Zacks,5/12/2014 0:00,A,agilent beat earnings estimates     analyst blog,neutral
Why Earnings Season Could Be Great for New Agilent Technologies (A) - Tale of the Tape,Zacks,5/12/2014 0:00,A,earnings season could great new agilent technologies     tale tape,neutral
Retail Sector Earnings in Focus - Earnings Preview,Zacks,5/9/2014 0:00,A,retail sector earnings focus earnings preview,negative
Itron Beats Q1 Earnings Estimates - Analyst Blog,Zacks,4/25/2014 0:00,A,itron beats earnings estimates analyst blog,neutral
"Danaher CEO Change, Guidance Underwhelm Investors",Investor's Business Daily,4/17/2014 0:00,A,danaher ceo change guidance underwhelm investors,positive
"EBay Sets Icahn Opposition, Date For Annual Meeting",Investor's Business Daily,3/25/2014 0:00,A,ebay sets icahn opposition date annual meeting,negative
Agilent Has Focused on Several Strategic Actions,GuruFocus,3/20/2014 0:00,A,agilent focused several strategic actions,negative
Agilent Launches Z-Series Oscilloscopes - Analyst Blog,Zacks,3/19/2014 0:00,A,agilent launches series oscilloscopes analyst blog,negative
Agilent Unveils Advanced Low-Frequency Noise Analyzer (revised) - Analyst Blog,Zacks,3/19/2014 0:00,A,agilent unveils advanced low frequency noise analyzer revised     analyst blog,negative
Agilent Unveils Advanced Sound Analyzer - Analyst Blog,Zacks,3/18/2014 0:00,A,agilent unveils advanced sound analyzer analyst blog,negative
EBay Rejects Icahn's Board Nominees As Unqualified,Investor's Business Daily,3/10/2014 0:00,A,ebay rejects icahn board nominees unqualified,negative
Agilent Launches New Stain Solution - Analyst Blog,Zacks,3/3/2014 0:00,A,agilent launches new stain solution analyst blog,negative
"Company news for February 18, 2014 - Corporate Summary",Zacks,2/18/2014 0:00,A,company news february             corporate summary,negative
Agilent Technologies (A) in Focus: Stock Drops 8.0% - Tale of the Tape,Zacks,2/18/2014 0:00,A,agilent technologies focus stock drops         tale tape,positive
Agilent Guidance Cut Sinks Stock,Investor's Business Daily,2/14/2014 0:00,A,agilent guidance cut sinks stock,positive
Agilent Beats on Q1 Earnings by a Penny - Analyst Blog,Zacks,2/14/2014 0:00,A,agilent beats earnings penny analyst blog,neutral
"Agilent Technologies, Inc (A): New Analyst Report from Zacks Equity Research - Zacks Equity Research Report",Zacks,2/14/2014 0:00,A,agilent technologies inc new analyst report zacks equity research zacks equity research report,negative
Will Agilent (A) Disappoint This Earnings Season? - Analyst Blog,Zacks,2/11/2014 0:00,A,agilent disappoint earnings season     analyst blog,positive
Positive Surprises & Negative Guidance - Earnings Preview,Zacks,2/7/2014 0:00,A,positive surprises negative guidance earnings preview,neutral
Mettler-Toledo Jumps After Q4 Earnings Beat,Investor's Business Daily,2/6/2014 0:00,A,mettler toledo jumps earnings beat,neutral
Agilent Unit & Merck Collaborate - Analyst Blog,Zacks,1/13/2014 0:00,A,agilent unit merck collaborate analyst blog,negative
Celgene To Release Earnings At J.P. Morgan Event Mon.,Investor's Business Daily,1/12/2014 0:00,A,celgene release earnings morgan event mon,negative
Agilent Hits New 52-Week High - Analyst Blog,Zacks,1/9/2014 0:00,A,agilent hits new     week high analyst blog,negative
$500 Billion Manager Brian Rogers' About-Face on Apple Inc.,GuruFocus,12/2/2013 0:00,A,      billion manager brian rogers face apple inc,negative
Brian Rogers Changes His Mind on Apple at Lower Valuation,GuruFocus,12/2/2013 0:00,A,brian rogers changes mind apple lower valuation,negative
"Agilent Approves Buyback, Hikes Div - Analyst Blog",Zacks,11/25/2013 0:00,A,agilent approves buyback hikes div analyst blog,negative
"Company news for November 18, 2013 - Corporate Summary",Zacks,11/18/2013 0:00,A,company news november             corporate summary,negative
Agilent Technologies (A) Catches Eye: Stock Jumps 8.7% - Tale of the Tape,Zacks,11/18/2013 0:00,A,agilent technologies catches eye stock jumps         tale tape,neutral
Agilent Beats on Earnings in Q4 - Analyst Blog,Zacks,11/15/2013 0:00,A,agilent beats earnings     analyst blog,neutral
AGILENT TECHNOLOGIES,Investor's Business Daily,11/14/2013 0:00,A,agilent technologies,negative
Will Agilent (A) Miss Earnings Estimates? - Analyst Blog,Zacks,11/12/2013 0:00,A,agilent miss earnings estimates     analyst blog,positive
Itron Shares Fall on Q3 Earnings Miss - Analyst Blog,Zacks,11/4/2013 0:00,A,itron shares fall earnings miss analyst blog,positive
Agilent Upgrades LTE - Analyst Blog,Zacks,10/30/2013 0:00,A,agilent upgrades lte analyst blog,negative
Agilent's New Metrology Option (revised) - Analyst Blog,Zacks,10/22/2013 0:00,A,agilent new metrology option revised     analyst blog,negative
Agilent's New Metrology Option - Analyst Blog,Zacks,10/21/2013 0:00,A,agilent new metrology option analyst blog,negative
Itron Pioneers Water Innovation - Analyst Blog,Zacks,10/15/2013 0:00,A,itron pioneers water innovation analyst blog,negative
Kamstrup Selects Agilent's ADS - Analyst Blog,Zacks,10/9/2013 0:00,A,kamstrup selects agilent ads analyst blog,negative
Itron OpenWay Goes Global - Analyst Blog,Zacks,9/27/2013 0:00,A,itron openway goes global analyst blog,negative
Itron Installs Millionth AMR module - Analyst Blog,Zacks,9/25/2013 0:00,A,itron installs millionth amr module analyst blog,negative
CEO vs. Average-Worker Pay 2: A Dumb Metric,ycharts,9/23/2013 0:00,A,ceo average worker pay     dumb metric,negative
CEO vs. Average-Worker Pay: Investment Data?,ycharts,9/20/2013 0:00,A,ceo average worker pay investment data,negative
"Company News for September 20, 2013 - Corporate Summary",Zacks,9/20/2013 0:00,A,company news september             corporate summary,negative
Agilent Jumps On Spinoff,Investor's Business Daily,9/19/2013 0:00,A,agilent jumps spinoff,negative
"Agilent Splitting In Two In Push For Focus, Clarity",Investor's Business Daily,9/19/2013 0:00,A,agilent splitting two push focus clarity,negative
Stocks' Early Gains Fizzle; Agilent Leads S&P 500 Stocks,Investor's Business Daily,9/19/2013 0:00,A,stocks early gains fizzle agilent leads      stocks,neutral
Agilent Splitting Off Electronic Measurement Business,Investor's Business Daily,9/19/2013 0:00,A,agilent splitting electronic measurement business,negative
"Stock Futures Trim Gains; Agilent Jumps, Pier One Tumbles",Investor's Business Daily,9/19/2013 0:00,A,stock futures trim gains agilent jumps pier one tumbles,positive
Agilent Launches M9099 - Analyst Blog,Zacks,9/12/2013 0:00,A,agilent launches        analyst blog,negative
Itron Offers New Heat Cost Solution - Analyst Blog,Zacks,9/12/2013 0:00,A,itron offers new heat cost solution analyst blog,negative
Agilent Launches New Functionality for M8190A - Analyst Blog,Zacks,9/10/2013 0:00,A,agilent launches new functionality     analyst blog,negative
Agilent to Take Over ABCIA Assets - Analyst Blog,Zacks,9/10/2013 0:00,A,agilent take abcia assets analyst blog,negative
Agilent's New High-Power Systems - Analyst Blog,Zacks,9/6/2013 0:00,A,agilent new high power systems analyst blog,negative
Agilent's New Portable Logic Analyzers - Analyst Blog,Zacks,9/6/2013 0:00,A,agilent new portable logic analyzers analyst blog,negative
Agilent's New System for Trace Analysis - Analyst Blog,Zacks,9/6/2013 0:00,A,agilent new system trace analysis analyst blog,negative
GCEC Chooses Itron Metering Solution - Analyst Blog,Zacks,8/29/2013 0:00,A,gcec chooses itron metering solution analyst blog,negative
Agilent & Michigan University Tie Up - Analyst Blog,Zacks,8/27/2013 0:00,A,agilent michigan university tie analyst blog,negative
Agilent's Cost-Cutting to Help in 2013 - Analyst Blog,Zacks,8/21/2013 0:00,A,agilent cost cutting help         analyst blog,neutral
Prudential Expands Asian Footprint - Analyst Blog,Zacks,8/16/2013 0:00,A,prudential expands asian footprint analyst blog,neutral
AGILENT TECHNOLOGIES,Investor's Business Daily,8/14/2013 0:00,A,agilent technologies,negative
Will Agilent (A) Beat Earnings This Quarter? - Analyst Blog,Zacks,8/13/2013 0:00,A,agilent beat earnings quarter     analyst blog,neutral
Technology Stock Roundup: Obama Can't Save Apple - Analyst Blog,Zacks,8/12/2013 0:00,A,technology stock roundup obama save apple analyst blog,negative
Itron Q2 Earnings Lag on Lower Rev - Analyst Blog,Zacks,8/1/2013 0:00,A,itron earnings lag lower rev analyst blog,positive
Shanghai ICRD Adopts Agilent Software - Analyst Blog,Zacks,7/15/2013 0:00,A,shanghai icrd adopts agilent software analyst blog,negative
"Earnings Growth Seen Tepid In Q2, With Techs Falling",Investor's Business Daily,7/5/2013 0:00,A,earnings growth seen tepid techs falling,positive
Agilent Software Adopted by Millitech - Analyst Blog,Zacks,6/27/2013 0:00,A,agilent software adopted millitech analyst blog,negative
Itron's Two New Indian Projects - Analyst Blog,Zacks,6/20/2013 0:00,A,itron two new indian projects analyst blog,negative
Agilent Prices Senior Notes - Analyst Blog,Zacks,6/20/2013 0:00,A,agilent prices senior notes analyst blog,negative
Agilent and UC-Berkeley Team Up - Analyst Blog,Zacks,6/3/2013 0:00,A,agilent berkeley team analyst blog,negative
Itron Renews Contract with British Gas - Analyst Blog,Zacks,5/22/2013 0:00,A,itron renews contract british gas analyst blog,negative
Itron Teams Up with Choice - Analyst Blog,Zacks,5/20/2013 0:00,A,itron teams choice analyst blog,negative
Agilent Isn't Making It Easy On Investors,Investopedia,5/15/2013 0:00,A,agilent making easy investors,positive
"Agilent Stock Hits High On EPS Beat, Despite Guidance",Investor's Business Daily,5/15/2013 0:00,A,agilent stock hits high eps beat despite guidance,neutral
Agilent Sees Persistent Weakness in 2013 - Analyst Blog,Zacks,5/15/2013 0:00,A,agilent sees persistent weakness         analyst blog,positive
MedTech Industry Stock Update - May 2013 - Industry Outlook,Zacks,5/15/2013 0:00,A,medtech industry stock update may         industry outlook,neutral
MedTech Industry Stock Update - May 2013 - Zacks Analyst Interviews,Zacks,5/15/2013 0:00,A,medtech industry stock update may         zacks analyst interviews,negative
City of Olympia Choses Itron's AMI Solution - Analyst Blog,Zacks,5/14/2013 0:00,A,city olympia choses itron ami solution analyst blog,negative
Danaher Proves Even The Nimble Can Stumble,Investopedia,5/14/2013 0:00,A,danaher proves even nimble stumble,neutral
Will Agilent Beat Earnings Ests in 2Q? - Analyst Blog,Zacks,5/13/2013 0:00,A,agilent beat earnings ests     analyst blog,neutral
